object_id,amplitude,length_scale_time,length_scale_wave,rise_time,fade_time,mean_gr_pre,mean_gr_post,mean_ri_pre,mean_ri_post,slope_gr_pre,slope_gr_post,slope_ri_pre,slope_ri_post,redshift,redshift_err
Dornhoth_fervain_onodrim,5.187218588327439,16.330394548539598,9616.794483259711,25.338826262624934,12.669413131312467,0.12876776437863985,0.31172454152544604,0.0810404714108155,0.17413631178277983,0.00596598242154662,0.016949685040851002,0.0030219481769177326,0.008652260351620429,3.049,
Dornhoth_galadh_ylf,1.4309788421401244,38.857806894592116,5738.87974890646,23.86016161616135,23.86016161616135,0.5328210175258727,1.1135950049717043,0.3602769712551162,0.6262409688436201,0.01875617554482856,0.029925304219537523,0.01143430533326465,0.010859256786478654,0.4324,
Elrim_melethril_thul,7.764146427824221,178.58057394232523,9115.812286775194,560.3737656565645,304.5509595959593,0.06049117012839445,0.44422970912231763,0.014909699807163475,0.2245816758407192,0.0007909181091252443,0.0010647391138795346,0.0004728195824590604,0.0005069373689486535,0.4673,
Ithil_tobas_rodwen,0.5641209542627018,146.07848548619432,7545.396515872047,404.22000606060465,144.36428787878685,0.4450527894042241,0.253790091071674,0.17983424687120345,0.14336618642536972,-0.0008513322501244164,-0.00026599285685156615,-0.00022214279354544443,0.00011677708323367796,0.6946,
Mirion_adar_Druadan,0.8970448087889533,151.32386116898235,6745.20073857191,244.7007222222237,111.22760101009771,0.24264676525603865,0.1190237938128423,0.13321137689727908,-0.004398962675884176,0.0004765970968594848,-0.0032713966083282703,-0.00030831760004215296,-0.0017960932172226976,0.4161,
Mirion_lalaith_neledh,1.3907362878418321,428.392271797577,14663.351848686514,323.0543838383819,323.0543838383819,0.16444793283302558,0.26853720018957544,0.1284462352036141,0.2047383071699107,-8.869101788291808e-05,0.0007330981057534469,-0.00024956472709788534,0.0007218819330112037,1.197,
Rochirrim_lebdas_pethron,0.4772343576104156,55.70021442269557,3168.359313174612,81.59740404040349,32.638961616161396,0.42301140773207874,1.0070081437971916,0.16164316220592417,0.4024970437344338,0.007470794173087249,0.017108266741232354,0.003051752463723829,0.007129291886786921,0.1806,
acharn_lend_Mithrim,3.8294200088556876,231.36667824337374,15809.759972912705,103.9329666666672,0.0,0.09263161095373973,0.07477282753920043,0.04193359188675597,0.045347303324864446,-0.0003436596488545509,0.0,6.569063787155995e-05,0.0,0.1887,
achas_iar_gaur,0.2976427028106532,537.5471077639139,501.08834580760646,249.1338686868694,448.44096363636345,0.9916582801715599,2.541375598146542,-10.934427814671146,-12.11510085326819,0.0034755176277120148,0.0049807347338586055,-0.003987615229012872,-0.0030503370103910693,1.238,
aduial_nur_luith,0.7511460276221006,574.6409554513721,19761.100739020218,543.1920555555553,571.7811111111077,0.07026928602553369,0.07119164073512446,0.05231712585735823,0.051866983415696025,0.00014955226374083967,-0.0001388483994879022,0.00010104076011231873,-9.75632492567432e-05,2.201,
amath_gwador_helegnen,4.47373235620536,886.4079300006765,9390.506587029438,647.1298363636379,597.3506181818157,-0.8493780204741064,-0.5687878217914709,-0.33297342850227946,-0.44903196389380984,0.001081346502066424,-0.00023200978345214193,-0.0007520178395727,0.00042610839084238446,0.7056,
