object_id,amplitude,ls_time,ls_wave,rise_time,fade_time,fwhm,rise_fade_ratio,compactness,rise_slope,tde_power_law_error,rise_fireball_error,reduced_chi_square,fade_shape_correlation,baseline_ratio,color_cooling_rate,ug_peak,gr_peak,ur_peak,flux_kurtosis,robust_duration,duty_cycle,redshift,redshift_err,absolute_magnitude_proxy,log_tde_error
Dornhoth_anwar_melethron,1.34545171662718,225.7704247468857,9612.337402282905,213.33243131313066,152.38030808081385,304.76061616161314,1.3999999999999426,332.5244625519414,0.006306831588359473,0.04159767970076252,0.022430986085691197,0.7775374352044295,-0.4427632397805607,-0.022177005176663097,-0.1441028014206325,-0.11531409137723546,-0.24092713485041886,-0.35624122622765425,3.437010715771928,1151.6408200000005,0.3817007493312932,1.198,,-0.7144543830881124,-1.38093088300163
Dornhoth_certh_iaun,1.0598588139905007,14.654619223937555,3194.8768245254473,22.879487878788495,22.879487878788495,45.75897575757699,1.0,43.561170829418295,0.04632353746751004,0.008513636100073772,0.0024799238648394797,0.23426361647809868,-0.13712309496964536,0.00013087275150558105,-0.30503422252148926,0.8680402455684095,0.7939958677172503,1.6620361132856598,9.10771511898436,32.82345999999961,0.0144911504473614,0.4052,,1.8985327769551215,-2.0698848658800966
Dornhoth_drafn_celon,3.4642417158818644,25.150694494966377,42499.087901668456,34.755983838382235,34.755983838382235,52.13397575757699,1.0,39.64552317437379,0.09967324567737261,0.0058987162320771214,0.005215017510563423,0.48957549777816745,-0.2570730337130451,-0.00013034824273231227,0.006996695729162514,0.004368664246378593,0.0031533102974336566,0.007521974543812188,17.604727045545953,56.40720000000147,0.03278685475394126,0.2748,,1.4558958903088093,-2.229242422188535
Dornhoth_fervain_onodrim,5.187217466960155,16.330397926702364,9616.797397506649,25.338826262624934,12.669413131312467,38.0082393939374,2.0,8.650169936993304,0.20471419682968353,0.012233162348420416,0.007453976015112888,0.119083600123889,-0.464364444575875,-0.05686626377746348,0.10737126773467501,0.1921434580295151,0.20435321588216346,0.39649667391167853,13.563502523296641,167.23625000000175,0.13333333067575043,3.049,,-4.208123260762587,-1.9124612251288202
Dornhoth_galadh_ylf,1.430978842140296,38.85780689461264,5738.879748907653,23.86016161616135,23.86016161616135,47.7203232323227,1.0,206.67650823627122,0.05997356032873819,0.07935630294940893,0.025431104217166704,0.4662096048398716,-0.03437511027476086,0.04227365843503269,0.35701129754536176,0.817548207326853,0.7565837074262144,1.5741319147530675,26.053357695515086,90.3781999999992,0.03826089386137045,0.4324,,1.431488542320765,-1.1004185678165386
Dornhoth_gwend_nagol,0.7951765677868403,16.55001451010981,2999.0401577457405,24.9388626262662,49.877725252525124,74.81658787879132,0.5000000000000729,53.72873493946907,0.03188503740941825,0.0045134663301431505,0.0008051863725086933,0.4173785127592633,-0.30512691636734535,-0.00351655112114501,0.2831204572798457,0.6420443466255161,0.3200114629048024,0.9620558095303187,6.506112938914288,66.13691999999719,0.026787496566349392,0.4061,,2.205676118011571,-2.3454896967491377
Dornhoth_hervenn_tathar,1.198391268618958,523.9531510455047,15267.823771321131,0.0,151.6985292929312,132.73621313131298,0.0,678.3594343446649,1.198391268618958,0.19585362703320972,10.0,0.8355187056004056,0.11277442498653546,0.43494296648656855,-0.1279476045362518,-0.0892334493415983,-0.17402913623662253,-0.26326258557822085,0.6558230281923181,1825.6291799999963,0.9724918955421027,0.998,,-0.19214929676871656,-0.7080683790805812
Dornhoth_inias_gond,1.4332173130786425,716.0574629056323,13053.990098653407,468.4049575757599,825.2849252525266,1137.5548969696974,0.5675675675675694,917.1974019308556,0.0030597825447798207,0.4283492881217166,0.0045367492372894724,0.5854137998681676,-0.17701329730313314,-0.044391089991817324,0.2841734460376816,0.3567878052756624,0.36083005002670887,0.7176178553023711,-0.14950760501393967,940.1085999999996,0.4257362620363011,0.6488,,0.5486656796180311,-0.3682019495073203
Dornhoth_lavan_ank,1.6240838051918263,1296.831630462501,14098.101450720886,914.1177303030345,515.6561555555527,1289.140388888889,1.7727272727272907,1340.4713394939333,0.0017766680935654038,0.3488853239875844,0.010226281803775663,0.9098361812366851,-0.2818853157356438,0.11267576692360154,0.14568363790215366,1.0456854009989556,0.7669993326128188,1.8126847336117744,1.7147242579689301,1806.1694599999973,0.7783694362742218,2.013,,-2.045739963789447,-0.4573172977085251
Dornhoth_rist_lalaith,4.149333507501088,235.17514825319864,9202.997118111085,193.98215151514887,116.38929090909369,271.57501212121133,1.6666666666666041,213.2938978833132,0.021390285008654773,0.5102631612796059,0.033693932102848524,0.5550305027373945,-0.960618472321595,0.49128718673238486,0.027656808862896176,0.6230081521972938,0.33040195393325067,0.9534101061305444,0.5855703958576677,1216.4706499999957,0.6334388100790065,0.2716,,1.2854053140691593,-0.29220578380606105
Dornhoth_salab_corch,0.9053871482361371,330.2281296954611,8103.537121619458,755.9016969696968,226.77050909091486,428.3442949494929,3.3333333333332478,922.2003190983813,0.001197757792932211,0.17872595381175818,0.031261205468055886,0.7610849156968501,-0.9840826078282044,0.025364280934028004,-0.007405227421082294,0.5506477112879051,0.5290451240826554,1.0796928353705606,2.189795499854929,410.13816999999835,0.16441859363146205,0.9011,,0.33404923782149376,-0.7478123741142977
