object_id,amplitude,ls_time,ls_wave,rise_time,fade_time,fwhm,rise_fade_ratio,compactness,tde_power_law_error,fade_shape_correlation,color_cooling_rate,ug_peak,gr_peak,redshift,redshift_err,absolute_magnitude_proxy,log_tde_error
Dornhoth_anwar_melethron,1.3454517166273725,225.77042474693025,9612.337402284338,213.33243131313066,152.38030808081385,304.76061616161314,1.3999999999999426,332.5244625519426,0.041597679700761545,-0.4427632397805753,-0.1441028014206264,-0.11531409137723891,-0.2409271348504237,1.198,,-0.7144543830882679,-1.3809308830016402
Dornhoth_certh_iaun,1.0598588139904699,14.654619223936026,3194.8768245253,22.879487878788495,22.879487878788495,45.75897575757699,1.0,43.561170829420185,0.008513636100070462,-0.13712309496969657,-0.3050342225215683,0.8680402455683917,0.7939958677172522,0.4052,,1.898532776955153,-2.0698848658802658
Dornhoth_drafn_celon,3.4642417158843344,25.150694495009244,42499.08790172168,34.755983838382235,34.755983838382235,52.13397575757699,1.0,39.645523174372514,0.005898716232079593,-0.2570730337128862,0.006996695729190986,0.0043686642463670955,0.0031533102974149185,0.2748,,1.4558958903080348,-2.2292424221883533
Dornhoth_fervain_onodrim,5.187217466959949,16.33039792670105,9616.797397505983,25.338826262624934,12.669413131312467,38.0082393939374,2.0,8.650169936996026,0.012233162348419617,-0.46436444457587517,0.10737126773468125,0.1921434580295312,0.20435321588218197,3.049,,-4.2081232607625445,-1.9124612251288484
Dornhoth_galadh_ylf,1.4309788421402045,38.85780689460045,5738.879748907164,23.86016161616135,23.86016161616135,47.7203232323227,1.0,206.67650823622978,0.07935630294939557,-0.034375110274781864,0.3570112975454087,0.8175482073268397,0.7565837074262332,0.4324,,1.4314885423208343,-1.1004185678166118
Dornhoth_gwend_nagol,0.795176567786871,16.550014510114906,2999.0401577466305,24.9388626262662,49.877725252525124,74.81658787879132,0.5000000000000729,53.72873493945718,0.004513466330145859,-0.30512691636731776,0.28312045727988877,0.6420443466255961,0.32001146290471005,0.4061,,2.2056761180115294,-2.345489696748877
Dornhoth_hervenn_tathar,1.1983912686193674,523.953151045743,15267.823771326095,0.0,151.6985292929312,132.73621313131298,0.0,678.3594343446854,0.19585362703321424,0.11277442498648145,-0.12794760453624074,-0.0892334493416236,-0.17402913623662683,0.998,,-0.19214929676908749,-0.7080683790805712
Dornhoth_inias_gond,1.433217313078754,716.0574629056565,13053.990098654449,468.4049575757599,825.2849252525266,1137.5548969696974,0.5675675675675694,917.1974019308446,0.4283492881216999,-0.17701329730322876,0.28417344603770905,0.35678780527565185,0.3608300500266884,0.6488,,0.5486656796179467,-0.3682019495073372
Dornhoth_lavan_ank,1.624083805191672,1296.8316304624434,14098.101450719483,914.1177303030345,515.6561555555527,1289.140388888889,1.7727272727272907,1340.471339493964,0.34888532398759153,-0.28188531573563375,0.14568363790220396,1.045685400998955,0.7669993326127701,2.013,,-2.045739963789344,-0.45731729770851615
Dornhoth_rist_lalaith,4.149333507501246,235.17514825321408,9202.99711811156,193.98215151514887,116.38929090909369,271.57501212121133,1.6666666666666041,213.29389788334257,0.5102631612795949,-0.960618472321699,0.027656808862913107,0.6230081521973383,0.3304019539332549,0.2716,,1.2854053140691177,-0.2922057838060704
Dornhoth_salab_corch,0.9053871482362013,330.228129695467,8103.537121620048,755.9016969696968,226.77050909091486,428.3442949494929,3.3333333333332478,922.2003190983862,0.17872595381174783,-0.9840826078282003,-0.007405227421074745,0.5506477112879233,0.5290451240826572,0.9011,,0.3340492378214168,-0.7478123741143229
Dornhoth_thurin_gwaloth,1.1517346668271984,765.7724386102462,10247.541158370663,965.8769939393969,873.0042060606065,1281.6444727272756,1.1063829787234072,1377.0109341993518,0.6269352881944974,-0.9896705481169195,-0.007072890229879059,-0.14571172746977418,-0.32965177524199224,0.9992,,-0.15164322471053163,-0.20277728372445228
Druadan_galadhrim_narthan,2.0231728978813024,88.09457676476521,9141.369669167863,93.60929595959897,53.491026262621745,120.35480909090984,1.750000000000204,129.29576685335772,0.004010917225266874,-0.43828206450526613,0.13718648679209383,0.22627845292199397,0.22935813327274102,0.3089,,1.785827961912743,-2.39675619233832
Druadan_galas_Eluwaith,1.412676553243336,334.04817461215316,7493.654184610795,196.69342424242495,275.3707939393935,373.7175060606096,0.7142857142857181,820.2007647610116,0.3769122483817948,0.3607093708055243,0.07521580846573728,0.2073584418256897,0.1280473060100358,0.287,,2.3354836736717246,-0.4237597480572303
Druadan_galas_ram,1.5665382289640981,313.52971024652896,15105.072214483036,187.2479595959594,205.97275555555825,337.0463272727284,0.9090909090908963,335.74264359549517,0.1577013130214912,-0.9830813978495506,-0.03253227038451248,-0.0016386156972042765,-0.0580743083892037,0.9706,,-0.4225539289916717,-0.8021646879652936
Druadan_lorn_morgul,1.1157118245229627,967.3785510708813,10669.255015679099,871.3107818181816,371.11385151515424,1194.0184787878825,2.3478260869565037,1049.2926236716357,0.7621775321687707,-0.9948003392785557,0.022339919781169115,-0.21793589744926192,-0.41559658704094976,1.027,,-0.1767323075796826,-0.11794385714432251
Druadan_rodwen_bragol,1.443485401861412,35.27181570607619,7107.4265927072565,36.17466464645986,36.174664646467136,72.349329292927,0.9999999999997988,61.88267670756948,0.006692218662705855,-0.227239190207646,0.035682965264537125,0.30591334818470006,0.2637446104838779,0.3249,,2.042720452856363,-2.1744298123696315
Druadan_romru_araf,0.5875564208079135,18.882260399143874,4534.728175463679,24.42401212121331,24.42401212121331,48.84802424242662,1.0,38.95899306268969,0.01605242807751145,-0.4080930404487418,0.090826176164582,0.559519680074538,0.38192623864097075,0.3328,,2.966459470423615,-1.7944592401975423
Druadan_tachol_aranarth,0.6016505434256761,161.6254487134463,5351.836198136432,155.09707070707373,124.07765656565607,248.15531313131214,1.2500000000000293,-247.01225652048612,0.07102143742366307,-0.5660454520482215,0.24682875472346533,0.472974452467716,0.4388840471025274,1.012,,0.5257366542234972,-1.1486105360173189
Druadan_tavor_fae,0.6060886261969929,502.41295106533613,6212.362530345608,301.32562727273034,468.72875353535346,602.6512545454534,0.6428571428571495,646.8547295796279,0.20021567890121778,-0.9877121908899357,-0.02420083315507343,0.6084852607175605,0.49442937888597205,1.874,,-0.8201882681499676,-0.6985019137302371
Elrim_cair_amon,1.0060111569529195,1210.790317028226,9149.201506340693,601.2177696969666,1176.295636363633,1672.9537939393922,0.5111111111111099,1539.7240676097788,0.6382707223799355,-0.6747211368161665,0.1081947745575162,0.3098622301420933,0.2114087976143229,1.203,,-0.4078351296923831,-0.19499507561741525
Elrim_firiel_soga,0.7687252667430595,45.42801283939603,3499.059143923966,39.17988686868921,39.17988686868921,58.769830303033814,1.0,20.946219243726087,0.025678990878229814,-0.22839770569856807,0.08204902154187876,0.9458984395143905,0.6474733957399216,0.5487,,1.5888973093854986,-1.5904220300703145
Elrim_hal_amarth,1.2458589394060462,195.51352101444044,10857.441260932717,420.4206565656568,210.21032828283205,565.9508838383845,1.9999999999999654,604.533807351902,0.34947213272247324,0.008948421172765538,0.20138074701244846,0.24415707968715547,0.232219687297178,0.4054,,1.721909096375029,-0.45658744839627075
Elrim_harad_menel,0.7042473447994437,137.21564437175675,100000.00000000001,131.00712121212564,104.80569696969906,209.6113939393981,1.2500000000000173,403.7162238303931,0.026574805608922274,-0.3471867120518674,0.0006618764613781805,0.0021174201011747423,0.0022726033451397347,0.7035,,1.1443664455093665,-1.5755298872555972
